Carpark,LotType,CarparkID,Latitude,Longitude,Agency,Weekday,Saturdays,Sundays.PublicHolidays,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_basement,sheltered
BLK 156A LORONG 1 TOA PAYOH,C,TPMB,1.333033168,103.845225,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 110A LORONG 1 TOA PAYOH,C,TPMC,1.341935891,103.8461607,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 161A LORONG 1 TOA PAYOH,C,TPMD,1.330208075,103.8449112,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 93A LORONG 4 TOA PAYOH,C,TPME,1.338446133,103.8498468,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 141A LORONG 2 TOA PAYOH,C,TPMF,1.33510317,103.8456344,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 128A LORONG 1 TOA PAYOH,C,TPMG,1.33822914,103.8440355,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 260 KIM KEAT AVENUE,C,TPMH,1.33202292,103.8573979,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 146A LORONG 2 TOA PAYOH,C,TPMJ,1.334266202,103.8454805,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 194A KIM KEAT AVE,C,TPMK,1.330976905,103.8585718,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 233A LOR 8 TOA PAYOH,C,TPML,1.338225876,103.8589232,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 227A LOR 8 TOA PAYOH,C,TPMM,1.339014103,103.8580037,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 78B TOA PAYOH CENTRAL,C,TPMN,1.334893016,103.8485785,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,Y
BLK 138 LORONG 1A TOA PAYOH,C,TPMP,1.336684166,103.8448014,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,Y
BLK 130 LORONG 1 TOA PAYOH,C,TPMQ,1.336978466,103.8428537,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 154A JALAN TECK WHYE,C,TWM1,1.379154477,103.757533,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 158A JALAN TECK WHYE,C,TWM2,1.37963666,103.7565767,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 160A JALAN TECK WHYE,C,TWM3,1.380388916,103.7573167,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 165 TECK WHYE CRESCENT,C,TWM4,1.382886815,103.7539323,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 2A JOO SENG RD,C,UAM1,1.334497809,103.8792136,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 11/15/18 UPPER BOON KENG,C,UBK2,1.315597179,103.8713975,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 19/20 UPPER BOON KENG,C,UBK4,1.315287938,103.8740882,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 38/39 UPPER BOON KENG,C,UBK5,1.318535793,103.8739594,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 13A UPPER BOON KENG ROAD,C,UBKM,1.314794986,103.8708117,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 5 LOR 1 GEYLANG,C,UBM1,1.312641664,103.8726214,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 8 UPPER BOON KENG ROAD,C,UBM2,1.31310842,103.870389,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 537-547 WOODLANDS DRIVE 16,C,W100,1.428704451,103.7922404,HDB,7am-7pm: $0.60 per half-hour,Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,7am-7pm,NO,NO,N,N
BLK 686 WOODLANDS DRIVE 73,C,W101,1.442544327,103.8057857,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 687 WOODLANDS DRIVE 75,C,W102,1.441204807,103.8066166,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 766A WOODLANDS CIRCLE,C,W103,1.445746025,103.7973359,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,Y
BLK 688 WOODLANDS DR 75,C,W104,1.44397465,103.8075386,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 689 WOODLANDS DR 75,C,W105,1.444667303,103.8088593,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 690 WOODLANDS DRIVE 75,C,W106,1.442935758,103.8084785,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 569A-569B CHAMPIONS WAY,C,W107,1.429800753,103.789597,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,N
BLK 302A WOODLANDS STREET 31,C,W108,1.431582594,103.7753038,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,N
BLK 764B WOODLANDS CIRCLE,C,W109,1.445022278,103.7973367,HDB,7am-10.30pm: $0.60 per half-hour,Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,7am-10.30pm,NO,NO,N,N
BLK 29A MARSILING DR,C,W11M,1.442724074,103.7728566,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,Y
BLK 34A MARSILING DR,C,W12M,1.44464075,103.7722038,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,Y
BLK 181 MARSILING ROAD,C,W181,1.43965387,103.7792968,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 505A WOODLANDS DRIVE 14,C,W505,1.43213756,103.7916046,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 509A WOODLANDS DRIVE 14,C,W509,1.433285193,103.789302,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 516A WOODLANDS DRIVE 14,C,W516,1.434167349,103.7907763,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 517A WOODLANDS DRIVE 14,C,W517,1.434144583,103.7915193,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 527A WOODLANDS DRIVE 14,C,W527,1.431970592,103.7925562,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 536A WOODLANDS DRIVE 14,C,W536,1.431139153,103.7915236,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 546A WOODLANDS DRIVE 16,C,W546,1.429747894,103.7934091,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,Y
BLK 549A WOODLANDS DRIVE 44,C,W549,1.43230047,103.7949345,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 554A WOODLANDS DRIVE 53,C,W554,1.432540569,103.7962219,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 570 WOODLANDS AVENUE 1,C,W570,1.43090381,103.7900316,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 574 WOODLANDS DRIVE 16,C,W574,1.430589086,103.7984436,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 578A WOODLANDS DRIVE 16,C,W578,1.431363794,103.7966918,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 579A WOODLANDS DRIVE 16,C,W579,1.431042846,103.7955345,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 586A WOODLANDS DRIVE 16,C,W586,1.429176383,103.7947001,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 588A WOODLANDS DRIVE 16,C,W588,1.428216049,103.7946955,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 676 WOODLANDS DRIVE 71,C,W676,1.439762261,103.8007325,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,BASEMENT CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,Y,Y
BLK 717C WOODLANDS DRIVE 70,C,W717,1.440928493,103.7986484,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,Y
BLK 780 WOODLANDS CRESCENT,C,W780,1.448235185,103.8011012,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 782 WOODLANDS CRESCENT,C,W782,1.448205178,103.8035717,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 783 WOODLANDS RISE,C,W783,1.447818842,103.8041211,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 785 WOODLANDS RISE,C,W785,1.4470667,103.8049956,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 887 WOODLANDS DR 50,C,W887,1.437573715,103.7947033,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,Y
BLK 889 WOODLANDS DRIVE 50,C,W889,1.438012456,103.7936206,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 104 WHAMPOA DRIVE,C,WDB1,1.320770033,103.8532442,HDB,7am-10.30pm: $0.60 per half-hour,Same as weekdays,Same as weekdays,BASEMENT CAR PARK,ELECTRONIC PARKING,7am-10.30pm,NO,NO,Y,Y
BLK 296A YISHUN STREET 20,L,Y21M,1.435359862,103.834854,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 296A YISHUN STREET 20,C,Y21M,1.435359862,103.834854,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
813 YISHUN RING ROAD,C,Y25M,1.417712895,103.832653,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 840A YISHUN STREET 81,C,Y28M,1.415445285,103.8343715,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 840A YISHUN STREET 81,L,Y28M,1.415445285,103.8343715,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 848A YISHUN STREET 81,C,Y30M,1.416557602,103.8357514,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 614-618 YISHUN STREET 61,L,Y34A,1.419269269,103.8360656,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 614-618 YISHUN STREET 61,C,Y34A,1.419269269,103.8360656,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 307 YISHUN RING ROAD/CENTRAL,C,Y41M,1.430750309,103.8408848,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 307 YISHUN RING ROAD/CENTRAL,L,Y41M,1.430750309,103.8408848,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 347 YISHUN AVE 11,C,Y45M,1.427502625,103.8426298,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 385 YISHUN RING/AVENUE 6,C,Y48M,1.428367126,103.8475295,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 385 YISHUN RING/AVENUE 6,L,Y48M,1.428367126,103.8475295,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 418/419 YISHUN AVE 11,L,Y49L,1.423968697,103.8472649,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,7am-10.30pm,NO,NO,N,N
BLK 418/419 YISHUN AVE 11,C,Y49L,1.423968697,103.8472649,HDB,7am-10.30pm: $0.60 per half-hour,Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,7am-10.30pm,NO,NO,N,N
BLK 419A YISHUN AVENUE 11,C,Y49M,1.424393449,103.8475086,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,Y
BLK 419A YISHUN AVENUE 11,L,Y49M,1.424393449,103.8475086,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,Y
BLK 441 YISHUN AVE 11,C,Y51M,1.422743151,103.8455692,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 456A YISHUN ST 41,C,Y52M,1.420310438,103.8449203,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 456A YISHUN ST 41,L,Y52M,1.420310438,103.8449203,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 426 YISHUN AVE 11,C,Y53M,1.422924,103.8460164,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 925 YISHUN CENTRAL 1,C,Y54M,1.427311894,103.8370354,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,Y
BLK 429 YISHUN AVE 11,C,Y59M,1.422273747,103.8491759,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 430 YISHUN AVE 11,C,Y60M,1.421137315,103.8481195,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 431 YISHUN AVE 1,C,Y61M,1.420087947,103.8475882,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLOCK 342 YISHUN RING ROAD,L,Y62M,1.430248913,103.8444469,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,BASEMENT CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,Y,Y
BLOCK 342 YISHUN RING ROAD,C,Y62M,1.430248913,103.8444469,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",BASEMENT CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,Y,Y
BLK 333 YISHUN ST 31,L,Y63M,1.431603699,103.8449824,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 333 YISHUN ST 31,C,Y63M,1.431603699,103.8449824,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 334 YISHUN ST 31,L,Y64M,1.432421424,103.8450715,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 334 YISHUN ST 31,C,Y64M,1.432421424,103.8450715,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 315 YISHUN AVE 9,C,Y65M,1.432668821,103.8420226,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 315 YISHUN AVE 9,L,Y65M,1.432668821,103.8420226,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 317 YISHUN AVE 9,C,Y66M,1.433764998,103.8422883,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
